n,Sequential,Binary,Two Index
5000,0.4616619160005939,0.006506582998554222,0.000450624997029081
10000,2.2381733750007697,0.016663417001836933,0.0010265829987474717
20000,8.618478625001444,0.031876583001576364,0.001978708001843188
40000,32.638511749995814,0.06081329099833965,0.003386999997019302
80000,117.19032891700044,0.10986283400416141,0.005527749999600928
